topic_str,post,label,seen?,new_id,ori_topic,pred_label
jobs economy job,That's going to help Jeremy get a job.,2,0,241,jobs economy job,1
energy obama obamacare,It's also going to make sure that you're not paying as much for gas.,2,0,242,energy obama obamacare,1
energy obama obamacare,"Candy, there's no doubt that world demand's gone up, but our production is going up, and we're using oil more efficiently.",2,0,243,energy obama obamacare,2
obama president congressman,And very little of what Governor Romney just said is true.,2,0,244,obama president congressman,0
meeting meet county,We've opened up public lands.,2,0,245,meeting meet county,1
energy obama obamacare,We're actually drilling more on public lands than in the previous administration and my the previous president was an oil man.,2,0,246,energy obama obamacare,2
energy obama obamacare,And natural gas isn't just appearing magically.,2,0,247,energy obama obamacare,2
jobs economy job,We're encouraging it and working with the industry.,2,0,248,jobs economy job,1
obama president congressman,"And when I hear Governor Romney say he's a big coal guy, I mean, keep in mind, when Governor, when you were governor of Massachusetts, you stood in front of a coal plant and pointed at it and said, This plant kills, and took great pride in shutting it down.",2,0,249,obama president congressman,1
energy obama obamacare,And now suddenly you're a big champion of coal.,2,0,250,energy obama obamacare,2
president obama legislation,So what I've tried to do is be consistent.,2,0,251,president obama legislation,1
energy obama obamacare,"With respect to something like coal, we made the largest investment in clean coal technology, to make sure that even as we're producing more coal, we're producing it cleaner and smarter.",2,0,252,energy obama obamacare,2
energy obama obamacare,"Same thing with oil, same thing with natural gas.",2,0,253,energy obama obamacare,0
energy obama obamacare,And the proof is our oil imports are down to the lowest levels in twenty years.,2,0,254,energy obama obamacare,2
energy obama obamacare,"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient.",2,0,255,energy obama obamacare,2
jobs economy job,And that's creating jobs.,2,0,256,jobs economy job,1
energy obama obamacare,"That means those cars can be exported, 'cause that's the demand around the world, and it also means that it'll save money in your pocketbook.",2,0,257,energy obama obamacare,2
syria war obama,"That's the strategy you need, an all of the above strategy, and that's what we're going to do in the next four years.",2,0,258,syria war obama,0
obama president congressman,"Not true, Governor Romney.",2,0,259,obama president congressman,0
sen pass agree,Not true.,2,0,260,sen pass agree,0
energy obama obamacare,"Governor, we have actually produced more oil.",2,0,261,energy obama obamacare,1
obama president congressman,"Governor Romney, here's what we did.",2,0,262,obama president congressman,1
energy obama obamacare,There were a whole bunch of oil companies.,2,0,263,energy obama obamacare,2
sen pass agree,You want me to answer a question?,2,0,264,sen pass agree,1
congrats congratulations honored,I'm happy to answer the question.,2,0,265,congrats congratulations honored,1
sen pass agree,Here's what happened.,2,0,266,sen pass agree,1
energy obama obamacare,You had a whole bunch of oil companies who had leases on public lands that they weren't using.,2,0,267,energy obama obamacare,0
energy obama obamacare,"So what we said was you can't just sit on this for ten, twenty, thirty years, decide when you want to drill, when you want to produce, when it's most profitable for you.",2,0,268,energy obama obamacare,1
sen pass agree,These are public lands.,2,0,269,sen pass agree,1
energy obama obamacare,"So if you want to drill on public lands, you use it or you lose it.",2,0,270,energy obama obamacare,2
president obama legislation,And so what we did was take away those leases.,2,0,271,president obama legislation,0
workers obamacare jobs,And we are now reletting them so that we can actually make a profit.,2,0,272,workers obamacare jobs,2
sen pass agree,Production is up.,2,0,273,sen pass agree,1
sen pass agree,"No, it isn't.",2,0,274,sen pass agree,2
sen pass agree,Governor.,2,0,275,sen pass agree,1
sen pass agree,It's just not true.,2,0,276,sen pass agree,0
sen pass agree,Well|,2,0,277,sen pass agree,1
sen pass agree,.,2,0,278,sen pass agree,1
sen pass agree,OK.,2,0,279,sen pass agree,1
obama president congressman,"Well, think about what the governor think about what the governor just said.",2,0,280,obama president congressman,1
obama president congressman,"He said when I took office, the price of gasoline was dollar one.",2,0,281,obama president congressman,1
sen pass agree,"eighty, dollar one.",2,0,282,sen pass agree,1
sen pass agree,eighty six.,2,0,283,sen pass agree,1
sen pass agree,Why is that?,2,0,284,sen pass agree,0
jobs economy job,"Because the economy was on the verge of collapse, because we were about to go through the worst recession since the Great Depression, as a consequence of some of the same policies that Governor Romney's now promoting.",2,0,285,jobs economy job,0
obama president congressman,"So, it's conceivable that Governor Romney could bring down gas prices because with his policies, we might be back in that same mess.",2,0,286,obama president congressman,1
energy obama obamacare,"What I want to do is to create an economy that is strong, and at the same time produce energy.",2,0,287,energy obama obamacare,1
energy obama obamacare,"And with respect to this pipeline that Governor Romney keeps on talking about, we've we've built enough pipeline to wrap around the entire earth once.",2,0,288,energy obama obamacare,1
energy obama obamacare,"So, I'm all for pipelines.",2,0,289,energy obama obamacare,2
energy obama obamacare,I'm all for oil production.,2,0,290,energy obama obamacare,1
spending bipartisan obamacare,What I'm not for is us ignoring the other half of the equation.,2,0,291,spending bipartisan obamacare,0
jobs economy job,"So, for example, on wind energy, when Governor Romney says these are imaginary jobs.",2,0,292,jobs economy job,0
energy obama obamacare,"When you've got thousands of people right now in Iowa, right now in Colorado, who are working, creating wind power with good paying manufacturing jobs, and the Republican senator in that in Iowa is all for it, providing tax breaks to help this work and Governor Romney says I'm opposed.",2,0,293,energy obama obamacare,1
sen pass agree,I'd get rid of it.,2,0,294,sen pass agree,0
energy obama obamacare,That's not an energy strategy for the future.,2,0,295,energy obama obamacare,0
icymi congrats congratulations,And we need to win that future.,2,0,296,icymi congrats congratulations,1
president obama legislation,And I intend to win it as President of the United States.,2,0,297,president obama legislation,1
sen pass agree,"Candy, it's not going to|",2,0,298,sen pass agree,2
sen pass agree,Used to being interrupted.,2,0,299,sen pass agree,1
sen pass agree,You're doing great.,2,0,300,sen pass agree,1
irs obamacare tax,My philosophy on taxes has been simple.,2,0,301,irs obamacare tax,1
workers obamacare jobs,"And that is, I want to give middle class families and folks who are striving to get into the middle class some relief.",2,0,302,workers obamacare jobs,2
icymi congrats congratulations,Because they have been hit hard over the last decade.,2,0,303,icymi congrats congratulations,0
congratulations congrats happy,"Over the last fifteen, over the last twenty years.",2,0,304,congratulations congrats happy,1
obama obamacare administration,So four years ago I stood on a stage just like this one.,2,0,305,obama obamacare administration,2
spending bipartisan obamacare,"Actually it was a town hall, and I said I would cut taxes for middle class families, and that's what I've done, by dollar three thousand six hundred|",2,0,306,spending bipartisan obamacare,1
businesses business economic,"I said I would cut taxes for small businesses, who are the drivers and engines of growth.",2,0,307,businesses business economic,1
spending bipartisan obamacare,And we've cut them eighteen times.,2,0,308,spending bipartisan obamacare,0
businesses business economic,"And I want to continue those tax cuts for middle class families, and for small business.",2,0,309,businesses business economic,1
spending bipartisan obamacare,"But what I've also said is, if we're serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts, we've also got to make sure that the wealthy do a little bit more.",2,0,310,spending bipartisan obamacare,1
obama president congressman,"So what I've said is, your first dollar two hundred fifty thousand.",2,0,311,obama president congressman,0
workers obamacare jobs,"worth of income, no change.",2,0,312,workers obamacare jobs,2
businesses business economic,"And that means ninety eight percent of American families, ninety seven percent of small businesses, they will not see a tax increase.",2,0,313,businesses business economic,1
congress bipartisan congressional,I'm ready to sign that bill right now.,2,0,314,congress bipartisan congressional,1
spending bipartisan obamacare,The only reason it's not happening is because Governor Romney's allies in Congress have held the ninety eight percent hostage because they want tax breaks for the top two percent.,2,0,315,spending bipartisan obamacare,0
spending bipartisan obamacare,"But what I've also says is for above dollar two hundred fifty thousand, we can go back to the tax rates we had when Bill Clinton was president.",2,0,316,spending bipartisan obamacare,1
jobs economy job,We created twenty three million new jobs.,2,0,317,jobs economy job,1
spending bipartisan obamacare,That's part of what took us from deficits to surplus.,2,0,318,spending bipartisan obamacare,1
jobs economy job,It will be good for our economy and it will be good for job creation.,2,0,319,jobs economy job,1
obama president congressman,"Now, Governor Romney has a different philosophy.",2,0,320,obama president congressman,1
workers obamacare jobs,"He was on sixty Minutes just two weeks ago and he was asked: Is it fair for somebody like you, making dollar twenty million a year, to pay a lower tax rate than a nurse or a bus driver, somebody making dollar fifty thousand year?",2,0,321,workers obamacare jobs,1
obama president congressman,"And he said, Yes, I think that's fair.",2,0,322,obama president congressman,1
jobs economy job,"Not only that, he said, I think that's what grows the economy.",2,0,323,jobs economy job,1
sen pass agree,"Well, I fundamentally disagree with that.",2,0,324,sen pass agree,1
jobs economy job,I think what grows the economy is when you get that tax credit that we put in place for your kids going to college.,2,0,325,jobs economy job,0
jobs economy job,I think that grows the economy.,2,0,326,jobs economy job,1
businesses business economic,I think what grows the economy is when we make sure small businesses are getting a tax credit for hiring veterans who fought for our country.,2,0,327,businesses business economic,1
jobs economy job,That grows our economy.,2,0,328,jobs economy job,1
sen pass agree,So we just have a different theory.,2,0,329,sen pass agree,1
obama president congressman,"And when Governor Romney stands here, after a year of campaigning, when during a Republican primary he stood on stage and said I'm going to give tax cuts he didn't say tax rate cuts, he said tax cuts to everybody, including the top one percent, you should believe him because that's been his history.",2,0,330,obama president congressman,1
workers obamacare jobs,And that's exactly the kind of top down economics that is not going to work if we want a strong middle class and an economy that's striving for everybody.,2,0,331,workers obamacare jobs,2
sen pass agree,"No, it's not settled.",2,0,332,sen pass agree,2
obamacare healthcare insurance,"Look, the cost of lowering rates for everybody across the board, twenty percent.",2,0,333,obamacare healthcare insurance,1
spending bipartisan obamacare,"Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about dollar five trillion.",2,0,334,spending bipartisan obamacare,1
spending bipartisan obamacare,Governor Romney then also wants to spend dollar two trillion on additional military programs even though the military's not asking for them.,2,0,335,spending bipartisan obamacare,0
spending bipartisan obamacare,That's dollar seven trillion.,2,0,336,spending bipartisan obamacare,0
spending bipartisan obamacare,He also wants to continue the Bush tax cuts for the wealthiest Americans.,2,0,337,spending bipartisan obamacare,1
spending bipartisan obamacare,That's another trillion dollars that's dollar eight trillion.,2,0,338,spending bipartisan obamacare,0
spending bipartisan obamacare,"Now, what he says is he's going to make sure that this doesn't add to the deficit and he's going to cut middleclass taxes.",2,0,339,spending bipartisan obamacare,1
irs obamacare tax,"But when he's asked, how are you going to do it, which deductions, which loopholes are you going to close?",2,0,340,irs obamacare tax,0
sen pass agree,He can't tell you.,2,0,341,sen pass agree,2
spending bipartisan obamacare,The the fact that he only has to pay fourteen percent on his taxes when a lot of you are paying much higher.,2,0,342,spending bipartisan obamacare,0
spending bipartisan obamacare,"He's already taken that off the board, capital gains are going to continue to be at a low rate so we we're not going to get money that way.",2,0,343,spending bipartisan obamacare,0
obama president congressman,We haven't heard from the governor any specifics beyond Big Bird and eliminating funding for Planned Parenthood in terms of how he pays for that.,2,0,344,obama president congressman,0
obama president congressman,"Now, Governor Romney was a very successful investor.",2,0,345,obama president congressman,1
spending bipartisan obamacare,"If somebody came to you, Governor, with a plan that said, here, I want to spend dollar seven or dollar eight trillion, and then we're going to pay for it, but we can't tell you until maybe after the election how we're going to do it, you wouldn't take such a sketchy deal and neither should you, the American people, because the math doesn't add up.",2,0,346,spending bipartisan obamacare,0
spending bipartisan obamacare,"And and what's at stake here is one of two things, either Candy this blows up the deficit because keep in mind, this is just to pay for the additional spending that he's talking about, dollar seven trillion dollar eight trillion before we even get to the deficit we already have.",2,0,347,spending bipartisan obamacare,0
spending bipartisan obamacare,"Or, alternatively, it's got to be paid for, not only by closing deductions for wealthy individuals, that that will pay for about four percent reduction in tax rates.",2,0,348,spending bipartisan obamacare,1
sen pass agree,You're going to be paying for it.,2,0,349,sen pass agree,2
irs obamacare tax,"You're going to lose some deductions, and you can't buy the sales pitch.",2,0,350,irs obamacare tax,0
spending bipartisan obamacare,"Nobody who's looked at it that's serious, actually believes it adds up.",2,0,351,spending bipartisan obamacare,0
sen pass agree,Great.,2,0,352,sen pass agree,1
sen pass agree,Looking forward to it.,2,0,353,sen pass agree,1
icymi congrats congratulations,"And it's Katherine Fenton, who has a question for you.",2,0,354,icymi congrats congratulations,1
sen pass agree,"Well, Katherine, that's a great question.",2,0,355,sen pass agree,2
education students school,"And, you know, I was raised by a single mom who had to put herself through school while looking after two kids.",2,0,356,education students school,0
workers obamacare jobs,And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed.,2,0,357,workers obamacare jobs,1
businesses business economic,"My grandmother, she started off as a secretary in a bank.",2,0,358,businesses business economic,1
education students school,"She never got a college education, even though she was smart as a whip.",2,0,359,education students school,0
workers obamacare jobs,"And she worked her way up to become a vice president of a local bank, but she hit the glass ceiling.",2,0,360,workers obamacare jobs,2
workers obamacare jobs,She trained people who would end up becoming her bosses during the course of her career.,2,0,361,workers obamacare jobs,2
sen pass agree,She didn't complain.,2,0,362,sen pass agree,1
president obama legislation,That's not what you did in that generation.,2,0,363,president obama legislation,0
obamacare legislation bipartisan,And this is one of the reasons why one of the first the first bill I signed was something called the Lily Ledbetter bill.,2,0,364,obamacare legislation bipartisan,1
workers obamacare jobs,"And it's named after this amazing woman who had been doing the same job as a man for years, found out that she was getting paid less, and the Supreme Court said that she couldn't bring suit because she should have found about it earlier, whereas she had no way of finding out about it.",2,0,365,workers obamacare jobs,1
sen pass agree,So we fixed that.,2,0,366,sen pass agree,2
workers obamacare jobs,"And that's an example of the kind of advocacy that we need, because women are increasingly the breadwinners in the family.",2,0,367,workers obamacare jobs,2
workers obamacare jobs,"This is not just a women's issue, this is a family issue, this is a middle class issue, and that's why we've got to fight for it.",2,0,368,workers obamacare jobs,1
education students school,It also means that we've got to make sure that young people like yourself are able to afford a college education.,2,0,369,education students school,1
education students school,"Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people.",2,0,370,education students school,1
obama obamacare administration,"Well, the truth of the matter is, is that that's exactly what we've done.",2,0,371,obama obamacare administration,1
education students school,"We've expanded Pell Grants for millions of people, including millions of young women, all across the country.",2,0,372,education students school,1
education students school,"We did it by taking dollar sixty billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman.",2,0,373,education students school,0
education students school,Let's give the money directly to students.,2,0,374,education students school,1
education students school,"And as a consequence, we've seen millions of young people be able to afford college, and that's going to make sure that young women are going to be able to compete in that marketplace.",2,0,375,education students school,1
president obama legislation,"But we've got to enforce the laws, which is what we are doing, and we've also got to make sure that in every walk of life we do not tolerate discrimination.",2,0,376,president obama legislation,1
president obama legislation,That's been one of the hallmarks of my administration.,2,0,377,president obama legislation,0
president obama legislation,I'm going to continue to push on this issue for the next four years.,2,0,378,president obama legislation,1
obama president congressman,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?",2,0,379,obama president congressman,1
obama president congressman,"He said, I'll get back to you.",2,0,380,obama president congressman,1
workers obamacare jobs,And that's not the kind of advocacy that women need in any economy.,2,0,381,workers obamacare jobs,2
workers obamacare jobs,"Now, there are some other issues that have a bearing on how women succeed in the workplace.",2,0,382,workers obamacare jobs,1
obamacare healthcare insurance,"For example, their healthcare.",2,0,383,obamacare healthcare insurance,1
obama president congressman,You know a major difference in this campaign is that Governor Romney feels comfortable having politicians in Washington decide the health care choices that women are making.,2,0,384,obama president congressman,1
sen pass agree,I think that's a mistake.,2,0,385,sen pass agree,2
obamacare healthcare insurance,"In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured.",2,0,386,obamacare healthcare insurance,1
workers obamacare jobs,"Because this is not just a a health issue, it's an economic issue for women.",2,0,387,workers obamacare jobs,1
sen pass agree,It makes a difference.,2,0,388,sen pass agree,2
obamacare healthcare seniors,This is money out of that family's pocket.,2,0,389,obamacare healthcare seniors,0
obamacare healthcare insurance,"Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.",2,0,390,obamacare healthcare insurance,1
workers obamacare jobs,That's not the kind of advocacy that women need.,2,0,391,workers obamacare jobs,2
obama president congressman,"When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings.",2,0,392,obama president congressman,1
workers obamacare jobs,That's a pocketbook issue for women and families all across the country.,2,0,393,workers obamacare jobs,1
workers obamacare jobs,And it makes a difference in terms of how well and effectively women are able to work.,2,0,394,workers obamacare jobs,1
spending bipartisan obamacare,"When we talk about child care, and the credits that we're providing.",2,0,395,spending bipartisan obamacare,2
workers obamacare jobs,That makes a difference in whether they can go out there and and earn a living for their family.,2,0,396,workers obamacare jobs,2
workers obamacare jobs,These are not just women's issues.,2,0,397,workers obamacare jobs,1
sen pass agree,These are family issues.,2,0,398,sen pass agree,1
jobs economy job,These are economic issues.,2,0,399,jobs economy job,1
workers obamacare jobs,And one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are.,2,0,400,workers obamacare jobs,2
education students school,And I've got two daughters and I want to make sure that they have the same opportunities that anybody's sons have.,2,0,401,education students school,1
president obama legislation,That's part of what I'm fighting for as president of the United States.,2,0,402,president obama legislation,1
sen pass agree,"I don't think so, Candy.",2,0,403,sen pass agree,2
news read listen,I want to make sure our timekeepers are working here.,2,0,404,news read listen,1
sen pass agree,Governor|,2,0,405,sen pass agree,1
syria war obama,"Well, first of all, I think it's important to tell you that we did come in during some tough times.",2,0,406,syria war obama,2
jobs economy job,We were losing eight hundred thousand jobs a month when I started.,2,0,407,jobs economy job,1
spending bipartisan obamacare,But we had been digging our way out of policies that were misplaced and focused on the top doing very well and middle class folks not doing well.,2,0,408,spending bipartisan obamacare,1
jobs economy job,"Now, we've seen thirty consecutive thirty one consecutive months of job growth; five.",2,0,409,jobs economy job,1
jobs economy job,two million new jobs created.,2,0,410,jobs economy job,1
spending bipartisan obamacare,And the plans that I talked about will create even more.,2,0,411,spending bipartisan obamacare,1
spending bipartisan obamacare,"But when Governor Romney says that he has a very different economic plan, the centerpiece of his economic plan are tax cuts.",2,0,412,spending bipartisan obamacare,1
spending bipartisan obamacare,That's what took us from surplus to deficit.,2,0,413,spending bipartisan obamacare,1
obama president congressman,"When he talks about getting tough on China, keep in mind that Governor Romney invested in companies that were pioneers of outsourcing to China, and is currently investing in countries in companies that are building surveillance equipment for China to spy on its own folks.",2,0,414,obama president congressman,0
obama president congressman,"That's Governor, you're the last person who's going to get tough on China.",2,0,415,obama president congressman,0
jobs economy job,"And what we've done when it comes to trade is not only sign three trade deals to open up new markets, but we've also set up a task force for trade that goes after anybody who is taking advantage of American workers or businesses and not creating a level playing field.",2,0,416,jobs economy job,0
president obama legislation,We've brought twice as many cases against unfair trading practices than the previous administration and we've won every single one that's been decided.,2,0,417,president obama legislation,0
jobs economy job,"When I said that we had to make sure that China was not flooding our domestic market with cheap tires, Governor Romney said I was being protectionist; that it wouldn't be helpful to American workers.",2,0,418,jobs economy job,0
jobs economy job,"Well, in fact we saved one thousand jobs.",2,0,419,jobs economy job,1
businesses business economic,And that's the kind of tough trade actions that are required.,2,0,420,businesses business economic,0
congress bipartisan congressional,But the last point I want to make is this.,2,0,421,congress bipartisan congressional,0
obama president congressman,"You know, there are some things where Governor Romney is different from George Bush.",2,0,422,obama president congressman,0
obamacare healthcare seniors,George Bush didn't propose turning Medicare into a voucher.,2,0,423,obamacare healthcare seniors,0
immigration reform bipartisan,George Bush embraced comprehensive immigration reform.,2,0,424,immigration reform bipartisan,1
immigration reform bipartisan,He didn't call for self deportation.,2,0,425,immigration reform bipartisan,2
spending bipartisan obamacare,"George Bush never suggested that we eliminate funding for Planned Parenthood, so there are differences between Governor Romney and George Bush, but they're not on economic policy.",2,0,426,spending bipartisan obamacare,1
president obama legislation,"In some ways, he's gone to a more extreme place when it comes to social policy.",2,0,427,president obama legislation,2
sen pass agree,And I think that's a mistake.,2,0,428,sen pass agree,2
jobs economy job,That's not how we're going to move our economy forward.,2,0,429,jobs economy job,0
president obama legislation,"Well, we've gone through a tough four years.",2,0,430,president obama legislation,0
sen pass agree,There's no doubt about it.,2,0,431,sen pass agree,1
spending bipartisan obamacare,"But four years ago, I told the American people and I told you I would cut taxes for middle class families.",2,0,432,spending bipartisan obamacare,1
sen pass agree,And I did.,2,0,433,sen pass agree,1
businesses business economic,"I told you I'd cut taxes for small businesses, and I have.",2,0,434,businesses business economic,1
syria war obama,"I said that I'd end the war in Iraq, and I did.",2,0,435,syria war obama,0
obama obamacare administration,"I said we'd refocus attention on those who actually attacked us on nine/eleven, and we have gone after Al Qaeda's leadership like never before and Osama bin Laden is dead.",2,0,436,obama obamacare administration,0
obamacare healthcare insurance,"I said that we would put in place health care reform to make sure that insurance companies can't jerk you around and if you don't have health insurance, that you'd have a chance to get affordable insurance, and I have.",2,0,437,obamacare healthcare insurance,1
spending bipartisan obamacare,"I committed that I would rein in the excesses of Wall Street, and we passed the toughest Wall Street reforms since the one thousand nine hundred thirtys.",2,0,438,spending bipartisan obamacare,1
jobs economy job,"We've created five million jobs, and gone from eight hundred jobs a month being lost, and we are making progress.",2,0,439,jobs economy job,1
jobs economy job,We saved an auto industry that was on the brink of collapse.,2,0,440,jobs economy job,1
news read listen,"Now, does that mean you're not struggling?",2,0,441,news read listen,2
sen pass agree,Absolutely not.,2,0,442,sen pass agree,0
sen pass agree,A lot of us are.,2,0,443,sen pass agree,2
spending bipartisan obamacare,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work.",2,0,444,spending bipartisan obamacare,1
energy obama obamacare,"Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future.",2,0,445,energy obama obamacare,2
congress bipartisan congressional,"All of those things will make a difference, so the point is the commitments I've made, I've kept.",2,0,446,congress bipartisan congressional,1
president obama legislation,"And those that I haven't been able to keep, it's not for lack of trying and we're going to get it done in a second term.",2,0,447,president obama legislation,1
obama president congressman,"But, you should pay attention to this campaign, because Governor Romney has made some commitments as well.",2,0,448,obama president congressman,1
president obama legislation,And I suspect he'll keep those too.,2,0,449,president obama legislation,1
spending bipartisan obamacare,"You know when members of the Republican Congress say, We're going to sign a no tax pledge, so that we don't ask a dime for millionaires and billionaires to reduce our deficit so we can still invest in education, and helping kids go to college.",2,0,450,spending bipartisan obamacare,0
sen pass agree,"He said, Me too.",2,0,451,sen pass agree,1
spending bipartisan obamacare,"When they said, We're going to cut Planned Parenthood funding.",2,0,452,spending bipartisan obamacare,0
sen pass agree,"He said, Me too.",2,0,453,sen pass agree,1
obamacare healthcare insurance,"When he said, We're going to repeal Obamacare.",2,0,454,obamacare healthcare insurance,1
obamacare healthcare insurance,"First thing I'm going to do, despite the fact that it's the same health care plan that he passed in Massachusetts and is working well.",2,0,455,obamacare healthcare insurance,1
sen pass agree,"He said, Me too.",2,0,456,sen pass agree,1
president obama legislation,"That is not the kind of leadership that you need, but you should expect that those are promises he's going to keep.",2,0,457,president obama legislation,0
vote voted republicans,the choice in this election is going to be whose promises are going to be more likely to help you in your life?,2,0,458,vote voted republicans,1
education students school,Make sure your kids can go to college.,2,0,459,education students school,1
obamacare healthcare seniors,"Make sure that you are getting a good paying job, making sure that Medicare and Social Security|",2,0,460,obamacare healthcare seniors,1
sen pass agree,will be there for you.,2,0,461,sen pass agree,1
obama president congressman,This is for Governor Romney?,2,0,462,obama president congressman,1
congrats congratulations honored,"Good, I look forward to it.",2,0,463,congrats congratulations honored,1
immigration reform bipartisan,Was Lorranna Lorraine we are a nation of immigrants.,2,0,464,immigration reform bipartisan,1
immigration reform bipartisan,I mean we're just a few miles away from Ellis Island.,2,0,465,immigration reform bipartisan,1
jobs economy job,We all understand what this country has become because talent from all around the world wants to come here.,2,0,466,jobs economy job,1
sen pass agree,People are willing to take risks.,2,0,467,sen pass agree,2
education students school,People who want to build on their dreams and make sure their kids have an even bigger dreams than they have.,2,0,468,education students school,1
president obama legislation,But we're also a nation of laws.,2,0,469,president obama legislation,1
immigration reform bipartisan,So what I've said is we need to fix a broken immigration system and I've done everything that I can on my own and sought cooperation from Congress to make sure that we fix the system.,2,0,470,immigration reform bipartisan,1
immigration reform bipartisan,"The first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that's good for our economic growth.",2,0,471,immigration reform bipartisan,1
businesses business economic,They'll start new businesses.,2,0,472,businesses business economic,1
jobs economy job,They'll make things happen to create jobs here in the United States.,2,0,473,jobs economy job,1
immigration reform bipartisan,"Number two, we do have to deal with our border so we put more border patrol on the any time in history and the flow of undocumented works across the border is actually lower than it's been in forty years.",2,0,474,immigration reform bipartisan,2
immigration reform bipartisan,"What I've also said is if we're going to go after folks who are here illegally, we should do it smartly and go after folks who are criminals, gang bangers, people who are hurting the community, not after students, not after folks who are here just because they're trying to figure out how to feed their families.",2,0,475,immigration reform bipartisan,0
veterans honored military,And that's what we've done.,2,0,476,veterans honored military,1
education students school,"And what I've also said is for young people who come here, brought here often times by their parents.",2,0,477,education students school,1
meeting meet met,"Had gone to school here, pledged allegiance to the flag.",2,0,478,meeting meet met,2
syria obama war,Think of this as their country.,2,0,479,syria obama war,0
immigration reform bipartisan,Understand themselves as Americans in every way except having papers.,2,0,480,immigration reform bipartisan,1
immigration reform bipartisan,And we should make sure that we give them a pathway to citizenship.,2,0,481,immigration reform bipartisan,1
president obama legislation,And that's what I've done administratively.,2,0,482,president obama legislation,1
immigration reform bipartisan,"Now, Governor Romney just said, you know he wants to help those young people too, but during the Republican primary, he said, I will veto the DREAM Act, that would allow these young people to have access.",2,0,483,immigration reform bipartisan,2
immigration reform bipartisan,"His main strategy during the Republican primary was to say, We're going to encourage self deportation.",2,0,484,immigration reform bipartisan,1
jobs economy job,Making life so miserable on folks that they'll leave.,2,0,485,jobs economy job,0
immigration reform bipartisan,He called the Arizona law a model for the nation.,2,0,486,immigration reform bipartisan,1
immigration reform bipartisan,Part of the Arizona law said that law enforcement officers could stop folks because they suspected maybe they looked like they might be undocumented workers and check their papers.,2,0,487,immigration reform bipartisan,2
sen pass agree,You know what?,2,0,488,sen pass agree,1
immigration reform bipartisan,"If my daughter or yours looks to somebody like they're not a citizen, I don't want I don't want to empower somebody like that.",2,0,489,immigration reform bipartisan,2
obamacare healthcare seniors,"So, we can fix this system in a comprehensive way.",2,0,490,obamacare healthcare seniors,1
obama president congressman,"And when Governor Romney says, the challenge is, Well Obama didn't try.",2,0,491,obama president congressman,0
sen pass agree,That's not true.,2,0,492,sen pass agree,2
congress bipartisan congressional,I have sat down with Democrats and Republicans at the beginning of my term.,2,0,493,congress bipartisan congressional,1
president obama legislation,"And I said, let's fix this system.",2,0,494,president obama legislation,0
senator senate congressman,Including Senators previously who had supported it on the Republican side.,2,0,495,senator senate congressman,0
immigration reform bipartisan,"But it's very hard for Republican's in Congress to support comprehensive immigration reform, if their standard bearer has said that, this is not something I'm interested in supporting.",2,0,496,immigration reform bipartisan,1
sen pass agree,Candy?,2,0,497,sen pass agree,1
sen pass agree,Hold on a second.,2,0,498,sen pass agree,1
sen pass agree,The|,2,0,499,sen pass agree,1
sen pass agree,I've got to say|,2,0,500,sen pass agree,1
obamacare healthcare seniors,"You know, I I don't look at my pension.",2,0,501,obamacare healthcare seniors,2
businesses business economic,It's not as big as yours so it doesn't take as long.,2,0,502,businesses business economic,1
news read listen,I don't check it that often.,2,0,503,news read listen,1
immigration reform bipartisan,I thought we were talking about immigration.,2,0,504,immigration reform bipartisan,1
sen pass agree,I do want to make sure that|,2,0,505,sen pass agree,1
syria war obama,I do want to make sure that I do want to make sure that we just understand something.,2,0,506,syria war obama,2
obama president congressman,Governor Romney says he wasn't referring to Arizona as a model for the nation.,2,0,507,obama president congressman,2
immigration reform bipartisan,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E Verify, the whole thing.",2,0,508,immigration reform bipartisan,2
president obama legislation,That's his policy.,2,0,509,president obama legislation,0
president obama legislation,And it's a bad policy.,2,0,510,president obama legislation,0
jobs economy job,And it won't help us grow.,2,0,511,jobs economy job,2
immigration reform bipartisan,"Look, when we think about immigration, we have to understand there are folks all around the world who still see America as the land of promise.",2,0,512,immigration reform bipartisan,1
